round,parent_sum_us,candidate_sum_us,delta_us,improvement_percent,candidate_faster
1,769.2815,611.7525,-157.529,20.477419514183037,True
2,757.4994999999998,613.2035000000001,-144.2959999999997,19.048989471280144,True
3,753.1925,626.037,-127.15549999999996,16.882204748454075,True
4,751.1945000000001,620.1364999999998,-131.05800000000022,17.44661336045461,True
5,753.5845,621.5155,-132.06900000000007,17.52544008004412,True
6,758.2149999999999,617.874,-140.3409999999999,18.50939377353388,True
