pair,target_a_us,target_b_us,target_gain_us,target_gain_relative,global_a_us,global_b_us,global_gain_us,global_gain_relative
1,0,0,0,0.0,32.163,32.260000000000005,-0.09700000000000841,-0.003015887821409956
2,0,0,0,0.0,32.282,32.181000000000004,0.10099999999999199,0.003128678520537513
