case_index,case_name,block_dim,task_count,warmup_count,hot_count,p50_us,p95_us,mean_us,cv,min_us,max_us,input_shapes,input_dtypes,output_shapes,op_name
0,1d_fp16_n1,1,30,10,20,6.177,6.52,6.21635,0.03492751988391197,5.916,6.861,"""1""",FLOAT16,"""1""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
1,1d_fp16_n4,1,30,10,20,3.9135,4.024,3.9244999999999997,0.01826195208784621,3.782,4.025,"""4""",FLOAT16,"""""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
2,1d_fp16_n31,1,30,10,20,3.903,4.044,3.9095500000000003,0.020757534387658108,3.723,4.064,"""31""",FLOAT16,"""""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
3,1d_fp16_n32,1,30,10,20,3.8735,4.004,3.8693,0.025502361911771423,3.702,4.084,"""32""",FLOAT16,"""1""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
4,1d_fp16_n33,1,30,10,20,3.864,4.165,3.9136499999999996,0.03287521036868643,3.743,4.206,"""33""",FLOAT16,"""""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
5,1d_fp16_n997,1,30,10,20,4.124499999999999,4.246,4.12775,0.01563108653393906,4.004,4.246,"""997""",FLOAT16,"""""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
6,1d_fp16_n10000,1,30,10,20,4.668,4.729,4.6349,0.016503292540212426,4.486,4.768,"""10000""",FLOAT16,"""""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
7,1d_fp32_n1,1,30,10,20,5.744,5.956,5.76175,0.020535181977984294,5.614,5.976,"""1""",FLOAT,"""1""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
8,1d_fp32_n4,1,30,10,20,4.013999999999999,4.265,4.0423,0.02870059650483049,3.884,4.286,"""4""",FLOAT,"""""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
9,1d_fp32_n31,1,30,10,20,4.004,4.246,3.97595,0.040506858562451765,3.682,4.285,"""31""",FLOAT,"""""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
10,1d_fp32_n32,1,30,10,20,3.843,3.964,3.83805,0.019497608669578757,3.742,4.065,"""32""",FLOAT,"""1""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
11,1d_fp32_n33,1,30,10,20,3.8529999999999998,4.065,3.8503,0.026827217658476527,3.703,4.105,"""33""",FLOAT,"""""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
12,1d_fp32_n997,1,30,10,20,4.034,4.225,4.0504,0.024559879049425807,3.883,4.246,"""997""",FLOAT,"""""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
13,1d_fp32_n10000,1,30,10,20,4.5675,4.708,4.55635,0.023533323369296588,4.326,4.769,"""10000""",FLOAT,"""""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
14,2d_fp16_axis0,3,30,10,20,5.241,6.057,5.37545,0.06162906135934773,4.95,6.198,"""17,33""",FLOAT16,"""33""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
15,2d_fp16_axis_neg2_keep,3,30,10,20,4.89,5.272,4.9307,0.02862481820035546,4.769,5.312,"""17,33""",FLOAT16,"""1,33""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
16,2d_fp16_axis1,31,30,10,20,7.002000000000001,7.465,7.13685,0.03776141384098304,6.66,7.505,"""31,33""",FLOAT16,"""31""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
17,2d_fp16_large_2024x3000,40,30,10,20,42.6365,43.261,42.6436,0.00961350440611588,41.611,43.32,"""2024,3000""",FLOAT16,"""2024""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
