pair,target_a_us,target_b_us,target_gain_us,target_gain_relative,global_a_us,global_b_us,global_gain_us,global_gain_relative
1,0,0,0,0.0,11139.496500000005,11162.011999999999,-22.515499999994063,-0.0020212313904846646
