pair,target_a_us,target_b_us,target_gain_us,target_gain_relative,global_a_us,global_b_us,global_gain_us,global_gain_relative
1,1192.808,872.5964999999999,320.2115000000001,0.2684518380158417,4643.9755,3985.9295,658.0459999999994,0.14169885263175902
2,1194.5875,873.114,321.47350000000006,0.2691083742295981,4630.875500000001,3987.8385,643.0370000000012,0.13885862403340385
