round,parent_sum_us,candidate_sum_us,delta_us,improvement_percent,candidate_faster
1,766.9559999999999,639.8814999999998,-127.07450000000006,16.568681906132827,True
2,750.9224999999999,650.9569999999999,-99.96550000000002,13.312359131601466,True
3,752.4919999999998,624.2894999999999,-128.2025,17.0370582012832,True
4,754.8075000000001,643.846,-110.96150000000011,14.700635592518635,True
5,763.0024999999999,645.7575,-117.24499999999989,15.366266820881963,True
6,755.2990000000002,641.359,-113.94000000000017,15.0854165039276,True
