spec,op_name,task_count_total,warmup_dropped,task_count_hot,p50_us,p95_us,mean_us,population_std_us,population_cv,min_us,max_us,block_dim,block_dim_set,aiv_mte2_ratio_median,aiv_vec_ratio_median,aiv_scalar_ratio_median,aiv_mte3_ratio_median,acc,op_summary_csv
f16_p1_large_inner,Greater,1050,150,900,369.7345,370.99694999999997,369.78970444444445,0.6487439551268137,0.0017543591596241373,368.335,373.755,20,[20],0.673,0.4,0.859,0.483,PASS,specs/f16_p1_large_inner/profile/PROF_000001_20260831182134749_NKHGGQDBIILFEHJA/mindstudio_profiler_output/op_summary_20260831182153.csv
f16_p1_large_inner_rev,Greater,1050,150,900,354.795,356.43595,354.91106666666667,0.8734707245618863,0.002461097459613036,352.694,358.775,20,[20],0.669,0.418,0.904,0.503,PASS,specs/f16_p1_large_inner_rev/profile/PROF_000001_20260831182200847_JRNCQIJJMMKOEAHA/mindstudio_profiler_output/op_summary_20260831182218.csv
f32_p1_large_inner,Greater,1050,150,900,232.78949999999998,234.16905000000003,232.82117777777776,0.8004263388661174,0.003437944720089446,230.489,235.79,20,[20],0.982,0.408,0.72,0.549,PASS,specs/f32_p1_large_inner/profile/PROF_000001_20260831182225983_DGHPQJOCFMBBEGDB/mindstudio_profiler_output/op_summary_20260831182242.csv
f32_p1_large_inner_rev,Greater,1050,150,900,236.25,237.64999999999998,236.3102288888889,0.7811113499003904,0.003305448746645929,234.409,239.11,20,[20],0.98,0.401,0.704,0.532,PASS,specs/f32_p1_large_inner_rev/profile/PROF_000001_20260831182249886_NNFAKQHJLIKJHKRB/mindstudio_profiler_output/op_summary_20260831182306.csv
bf16_p1_large_inner,Greater,1050,150,900,95.723,96.384,95.75325777777778,0.35387086815446545,0.0036956535617380434,94.863,97.123,20,[20],0.7605,0.749,0.851,0.591,PASS,specs/bf16_p1_large_inner/profile/PROF_000001_20260831182313892_HIAQNLCQNQQCAOKB/mindstudio_profiler_output/op_summary_20260831182328.csv
i32_p1_large_inner,Greater,1050,150,900,151.126,152.366,151.18203555555556,0.6713576020623534,0.004440723394120769,149.666,153.546,20,[20],0.828,0.788,0.788,0.571,PASS,specs/i32_p1_large_inner/profile/PROF_000001_20260831182336181_CGEQQJBGGGJJGBLB/mindstudio_profiler_output/op_summary_20260831182352.csv
i8_p1_large_inner_3d,Greater,1050,150,900,148.026,148.926,148.0996488888889,0.43716385568913124,0.0029518223639889347,147.006,150.486,20,[20],0.921,0.39,0.57,0.572,PASS,specs/i8_p1_large_inner_3d/profile/PROF_000001_20260831182400005_DONEGKBFGOHCEJGA/mindstudio_profiler_output/op_summary_20260831182415.csv
f16_p2_large_inner,Greater,1050,150,900,454.538,456.959,454.65536444444444,1.2801172239995238,0.0028155770812552344,451.398,460.078,20,[20],0.662,0.394,0.556,0.451,PASS,specs/f16_p2_large_inner/profile/PROF_000001_20260831182423193_QDOJAGEQMDRDMLDB/mindstudio_profiler_output/op_summary_20260831182442.csv
f32_p2_large_inner,Greater,1050,150,900,278.831,280.892,278.8879277777778,1.1611808942746147,0.004163611180760257,275.431,282.491,20,[20],0.72,0.441,0.459,0.421,PASS,specs/f32_p2_large_inner/profile/PROF_000001_20260831182450322_ENAJRJHKLFAADAEA/mindstudio_profiler_output/op_summary_20260831182507.csv
f16_p1_n10000,Greater,1050,150,900,4.76,5.161949999999998,4.768962222222222,0.23369647150751274,0.049003632366501695,4.24,5.58,20,[20],0.364,0.158,0.808,0.121,PASS,specs/f16_p1_n10000/profile/PROF_000001_20260831182515647_IDEIFOKHMHGJOOEA/mindstudio_profiler_output/op_summary_20260831182530.csv
f16_p1_large_inner_partial,Greater,1050,150,900,24.561,24.981,24.560935555555556,0.252973310542661,0.010299823879690924,23.982,25.361,20,[20],0.748,0.408,0.974,0.4525,PASS,specs/f16_p1_large_inner_partial/profile/PROF_000001_20260831182538292_BDDAEKFDKLFEOFKC/mindstudio_profiler_output/op_summary_20260831182553.csv
f16_p1_tile_minus_1,Greater,1050,150,900,124.185,126.185,124.38036333333334,1.3759336879168433,0.011062306388584891,122.325,146.246,40,[40],0.62,0.34,0.298,0.292,PASS,specs/f16_p1_tile_minus_1/profile/PROF_000001_20260831182601175_BFNODRIKHHFOCQIB/mindstudio_profiler_output/op_summary_20260831182616.csv
f16_p1_tile_exact,Greater,1050,150,900,102.504,103.62595,102.55766444444444,0.6537007407932014,0.00637398232822776,100.824,105.364,40,[40],0.958,0.285,0.265,0.518,PASS,specs/f16_p1_tile_exact/profile/PROF_000001_20260831182624310_BNIRGDEPEDJADGIB/mindstudio_profiler_output/op_summary_20260831182640.csv
f16_p1_tile_plus_1,Greater,1050,150,900,186.588,187.368,186.61885666666666,0.4348332611600807,0.002330060685865028,185.607,187.988,20,[20],0.658,0.378,0.856,0.404,PASS,specs/f16_p1_tile_plus_1/profile/PROF_000001_20260831182648295_CQBFPALECQMNCICB/mindstudio_profiler_output/op_summary_20260831182704.csv
f32_p1_tile_minus_1,Greater,1050,150,900,125.2645,127.205,125.07644777777777,1.4012704578923114,0.011203311916740203,121.305,129.766,40,[40],0.655,0.306,0.306,0.288,PASS,specs/f32_p1_tile_minus_1/profile/PROF_000001_20260831182712359_DHPKBJFMPKGJQCAB/mindstudio_profiler_output/op_summary_20260831182729.csv
f32_p1_tile_exact,Greater,1050,150,900,106.124,107.30595000000001,106.13512222222222,0.730581364056169,0.006883502357744516,104.065,108.205,40,[40],0.966,0.227,0.254,0.52,PASS,specs/f32_p1_tile_exact/profile/PROF_000001_20260831182736726_IQNDNBIJQEJIEBJC/mindstudio_profiler_output/op_summary_20260831182753.csv
f32_p1_tile_plus_1,Greater,1050,150,900,178.787,179.707,178.84703777777779,0.48409210867762587,0.002706738197582692,177.747,180.927,20,[20],0.711,0.329,0.9,0.408,PASS,specs/f32_p1_tile_plus_1/profile/PROF_000001_20260831182800522_QEDJAMBACAOREALC/mindstudio_profiler_output/op_summary_20260831182817.csv
f16_p1_tiny_inner_big,Greater,1050,150,900,1401.496,1413.0979499999999,1401.9012144444446,6.787688479528559,0.004841773735261677,1382.935,1427.317,40,[40],0.778,0.201,0.17,0.756,PASS,specs/f16_p1_tiny_inner_big/profile/PROF_000001_20260831182824799_QMBMAJJEEKLQJCNA/mindstudio_profiler_output/op_summary_20260831182842.csv
f16_same_med,Greater,1050,150,900,34.1015,35.303,34.22952333333333,0.602230325549213,0.017593885830211084,33.081,35.982,20,[20],0.929,0.301,0.459,0.197,PASS,specs/f16_same_med/profile/PROF_000001_20260831182849695_BJQONPNOCDNIGPBC/mindstudio_profiler_output/op_summary_20260831182905.csv
scalar,Greater,1050,150,900,2.021,2.14,2.037863333333333,0.055990159750521275,0.02747493359083024,1.92,2.38,1,[1],0.214,0.122,0.949,0.073,PASS,specs/scalar/profile/PROF_000001_20260831182912638_APROKODIPRFJMHFC/mindstudio_profiler_output/op_summary_20260831182927.csv
