pair,target_a_us,target_b_us,target_gain_us,target_gain_relative,global_a_us,global_b_us,global_gain_us,global_gain_relative
1,586.484,437.757,148.72700000000003,0.25359089080009006,11293.583499999997,11151.026500000002,142.55699999999524,0.012622831362604729
