spec,op_name,task_count_total,warmup_dropped,task_count_hot,p50_us,p95_us,mean_us,population_std_us,population_cv,min_us,max_us,block_dim,block_dim_set,aiv_mte2_ratio_median,aiv_vec_ratio_median,aiv_scalar_ratio_median,aiv_mte3_ratio_median,acc,op_summary_csv
f16_p1_tiles21_outer2,Greater,1050,150,900,4.9705,5.34,4.978377777777777,0.21760987404975587,0.04371100060367284,4.52,5.6,21,[21],0.36,0.203,0.672,0.097,PASS,specs/f16_p1_tiles21_outer2/profile/PROF_000001_20260831225755188_NDKEHICDEAADIBMC/mindstudio_profiler_output/op_summary_20260831225811.csv
