case_index,case_name,block_dim,task_count,warmup_count,hot_count,p50_us,p95_us,mean_us,cv,min_us,max_us,input_shapes,input_dtypes,output_shapes,op_name
0,1d_fp16_n1,1,30,10,20,5.493,5.816,5.4741,0.039574612250653146,5.091,5.896,"""1""",FLOAT16,"""1""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
1,1d_fp16_n4,1,30,10,20,3.793,3.944,3.8039499999999995,0.023873843745881935,3.682,4.084,"""4""",FLOAT16,"""""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
2,1d_fp16_n31,1,30,10,20,3.763,3.964,3.7839,0.0301365583345895,3.602,4.125,"""31""",FLOAT16,"""""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
3,1d_fp16_n32,1,30,10,20,3.803,3.964,3.8149,0.02522270226260015,3.682,4.064,"""32""",FLOAT16,"""1""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
4,1d_fp16_n33,1,30,10,20,3.722,3.943,3.7525,0.024768214336670185,3.642,3.944,"""33""",FLOAT16,"""""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
5,1d_fp16_n997,1,30,10,20,3.984,4.165,3.9899999999999998,0.024781125534621543,3.863,4.206,"""997""",FLOAT16,"""""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
6,1d_fp16_n10000,1,30,10,20,4.497,4.648,4.4929499999999996,0.023355259902924377,4.326,4.728,"""10000""",FLOAT16,"""""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
7,1d_fp32_n1,1,30,10,20,5.493,5.795,5.51415,0.025027460624852494,5.292,5.855,"""1""",FLOAT,"""1""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
8,1d_fp32_n4,1,30,10,20,3.8535,3.944,3.8551499999999996,0.02324274874434175,3.722,4.044,"""4""",FLOAT,"""""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
9,1d_fp32_n31,1,30,10,20,3.823,4.004,3.8451999999999997,0.02558664603375336,3.702,4.085,"""31""",FLOAT,"""""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
10,1d_fp32_n32,1,30,10,20,3.884,3.984,3.8703499999999997,0.025882023263574614,3.682,4.084,"""32""",FLOAT,"""1""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
11,1d_fp32_n33,1,30,10,20,3.924,4.045,3.9075499999999996,0.024437183179036384,3.763,4.065,"""33""",FLOAT,"""""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
12,1d_fp32_n997,1,30,10,20,4.0745000000000005,4.447,4.1139,0.04225816865266692,3.904,4.588,"""997""",FLOAT,"""""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
13,1d_fp32_n10000,1,30,10,20,4.4665,4.809,4.52125,0.029764552293738235,4.346,4.829,"""10000""",FLOAT,"""""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
14,2d_fp16_axis0,3,30,10,20,4.8495,5.694,4.99595,0.06803944764840092,4.708,5.815,"""17,33""",FLOAT16,"""33""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
15,2d_fp16_axis_neg2_keep,3,30,10,20,4.7985,4.99,4.8239,0.023718086869978547,4.668,5.11,"""17,33""",FLOAT16,"""1,33""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
16,2d_fp16_axis1,31,30,10,20,6.7905,7.002,6.733549999999999,0.038107594222198046,6.379,7.405,"""31,33""",FLOAT16,"""31""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
17,2d_fp16_large_2024x3000,40,30,10,20,41.2885,42.637,41.4606,0.014147777623902423,40.665,42.959,"""2024,3000""",FLOAT16,"""2024""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
18,6d_fp16_score_rule_shape,36,30,10,20,7.455,8.129,7.4861,0.04641760327726518,7.002,8.229,"""2,3,4,5,6,7""",FLOAT16,"""2,4,5,6,7""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
19,2d_fp32_axis0,5,30,10,20,4.98,5.151,4.9941,0.017767616175258658,4.869,5.211,"""17,33""",FLOAT,"""33""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
20,2d_fp32_axis_neg2_keep,5,30,10,20,5.01,5.232,5.0424,0.025175673332665644,4.849,5.312,"""17,33""",FLOAT,"""1,33""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
21,2d_fp32_axis1,31,30,10,20,6.760999999999999,6.962,6.694450000000001,0.033831885517842865,6.338,6.982,"""31,33""",FLOAT,"""31""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
22,2d_fp32_large_2024x3000,40,30,10,20,43.028999999999996,43.643,42.99685,0.011396139235362346,41.852,44.005,"""2024,3000""",FLOAT,"""2024""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
23,6d_fp32_score_rule_shape,36,30,10,20,7.546,7.847,7.47395,0.03500251511972467,7.062,7.907,"""2,3,4,5,6,7""",FLOAT,"""2,4,5,6,7""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
24,ara_fp16_a0_997,36,30,10,20,7.606,7.888,7.52645,0.035282749566003704,7.083,7.888,"""4,3,997""",FLOAT16,"""4,997""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
25,ara_fp16_keep,6,30,10,20,4.557,4.688,4.56965,0.02048889216139553,4.427,4.83,"""2,3,33""",FLOAT16,"""2,1,33""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
26,ara_fp16_r4095,1,30,10,20,10.694500000000001,10.946,10.7225,0.012271162851641253,10.503,11.066,"""1,4095,8""",FLOAT16,"""1,8""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
27,ara_fp16_r4096,1,30,10,20,10.554,10.684,10.5494,0.010031693896220403,10.382,10.805,"""1,4096,8""",FLOAT16,"""1,8""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
28,ara_fp32_a0_997,40,30,10,20,7.8775,8.229,7.816,0.04378238946194221,7.364,8.47,"""4,3,997""",FLOAT,"""4,997""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
29,ara_fp32_keep,10,30,10,20,4.809,5.13,4.8290999999999995,0.03702295572577543,4.568,5.272,"""2,3,33""",FLOAT,"""2,1,33""",aclnnSquareSumV1_SquareSumV1AiCore_SquareSumV1
