spec,op_name,task_count_total,warmup_dropped,task_count_hot,p50_us,p95_us,mean_us,population_std_us,population_cv,min_us,max_us,block_dim,block_dim_set,aiv_mte2_ratio_median,aiv_vec_ratio_median,aiv_scalar_ratio_median,aiv_mte3_ratio_median,acc,op_summary_csv
f16_p1_large_inner,Greater,1050,150,900,233.19,234.53095000000002,233.2398177777778,0.7919306746563926,0.0033953493970352634,231.089,236.11,40,[40],0.948,0.318,0.428,0.681,PASS,specs/f16_p1_large_inner/profile/PROF_000001_20260831183022753_GIJAOGGEPRMFNGLB/mindstudio_profiler_output/op_summary_20260831183040.csv
f16_p1_large_inner_rev,Greater,1050,150,900,232.96949999999998,234.73,233.0261588888889,0.9853754266374759,0.0042286043392549795,229.929,235.85,40,[40],0.949,0.317,0.415,0.68,PASS,specs/f16_p1_large_inner_rev/profile/PROF_000001_20260831183047722_JCRPFJBEJBEKQDKB/mindstudio_profiler_output/op_summary_20260831183104.csv
f32_p1_large_inner,Greater,1050,150,900,202.13799999999998,203.85000000000002,202.22948777777776,0.967623438502554,0.004784779159238332,199.608,204.989,40,[40],0.979,0.235,0.254,0.656,PASS,specs/f32_p1_large_inner/profile/PROF_000001_20260831183111948_NCJQLJPDKGIOBNDC/mindstudio_profiler_output/op_summary_20260831183127.csv
f32_p1_large_inner_rev,Greater,1050,150,900,202.5385,203.64805,202.51386,0.717698999395522,0.003543950025916853,200.688,205.228,40,[40],0.979,0.234,0.247,0.656,PASS,specs/f32_p1_large_inner_rev/profile/PROF_000001_20260831183134984_QFHCNRCHLKBAMQKC/mindstudio_profiler_output/op_summary_20260831183151.csv
bf16_p1_large_inner,Greater,1050,150,900,66.222,67.964,66.30731222222222,0.9637083371974898,0.014533967746539315,63.902,69.883,40,[40],0.884,0.558,0.5005,0.581,PASS,specs/bf16_p1_large_inner/profile/PROF_000001_20260831183158828_HIGOJRLQREJEJGLC/mindstudio_profiler_output/op_summary_20260831183213.csv
i32_p1_large_inner,Greater,1050,150,900,114.925,116.66595000000001,114.98157666666665,0.9857391663732461,0.008573018347373328,112.824,118.425,39,[39],0.919,0.543,0.415,0.553,PASS,specs/i32_p1_large_inner/profile/PROF_000001_20260831183220962_BKQJDCJOLFRLJDMB/mindstudio_profiler_output/op_summary_20260831183236.csv
i8_p1_large_inner_3d,Greater,1050,150,900,50.302,52.002,50.12089777777778,1.336546703093692,0.026666455757029153,47.062,53.102,40,[40],0.872,0.618,0.599,0.639,PASS,specs/i8_p1_large_inner_3d/profile/PROF_000001_20260831183244006_OBFHEOBKCEKPJIFA/mindstudio_profiler_output/op_summary_20260831183258.csv
f16_p2_large_inner,Greater,1050,150,900,451.328,453.219,451.32796444444443,1.1372772987672597,0.002519846737543007,448.258,455.058,20,[20],0.666,0.404,0.552,0.451,PASS,specs/f16_p2_large_inner/profile/PROF_000001_20260831183305904_ILAGGDIHKHFGNDQA/mindstudio_profiler_output/op_summary_20260831183322.csv
f32_p2_large_inner,Greater,1050,150,900,280.231,282.031,280.27086,1.0507100437111818,0.003748909336172807,277.091,284.431,20,[20],0.717,0.445,0.459,0.421,PASS,specs/f32_p2_large_inner/profile/PROF_000001_20260831183330141_PMRNAKJROQCIKGLA/mindstudio_profiler_output/op_summary_20260831183346.csv
f16_p1_n10000,Greater,1050,150,900,4.68,5.08,4.683162222222221,0.2391872495569471,0.05107387662592,4.22,5.5,20,[20],0.342,0.161,0.753,0.142,PASS,specs/f16_p1_n10000/profile/PROF_000001_20260831183354099_EKOEAOAGBDJMMDRA/mindstudio_profiler_output/op_summary_20260831183408.csv
