pair,target_a_us,target_b_us,target_gain_us,target_gain_relative,global_a_us,global_b_us,global_gain_us,global_gain_relative
1,586.9835,437.61699999999996,149.3665000000001,0.2544645633139604,11302.664,11164.834500000003,137.829499999998,0.01219442602204206
