pair,target_a_us,target_b_us,target_gain_us,target_gain_relative,global_a_us,global_b_us,global_gain_us,global_gain_relative
1,1192.808,872.5965,320.2115,0.2684518380158416,4643.9755,3985.9295,658.0459999999994,0.14169885263175902
