pair,target_a_us,target_b_us,target_gain_us,target_gain_relative,global_a_us,global_b_us,global_gain_us,global_gain_relative
1,0,0,0,0.0,211.24800000000002,208.16999999999996,3.07800000000006,0.014570552147239546
2,0,0,0,0.0,203.47850000000003,206.267,-2.7884999999999707,-0.013704150561361374
