spec,op_name,task_count_total,warmup_dropped,task_count_hot,p50_us,p95_us,mean_us,population_std_us,population_cv,min_us,max_us,block_dim,block_dim_set,aiv_mte2_ratio_median,aiv_vec_ratio_median,aiv_scalar_ratio_median,aiv_mte3_ratio_median,acc,op_summary_csv
scalar,Greater,1050,150,900,2.04,2.181949999999999,2.0536544444444442,0.07702228777165901,0.0375049892059592,1.88,2.4,1,[1],0.212,0.121,0.956,0.075,PASS,specs/scalar/profile/PROF_000001_20260831191651351_IRJPCPGBQRAAKNIA/mindstudio_profiler_output/op_summary_20260831191706.csv
f16_bscalar_x,Greater,1050,150,900,30.1115,31.221,30.10531888888889,0.71950572500146,0.02389962144752472,28.501,32.001,40,[40],0.648,0.532,0.601,0.14,PASS,specs/f16_bscalar_x/profile/PROF_000001_20260831191714324_MBEGHDFHKGRKBMJC/mindstudio_profiler_output/op_summary_20260831191729.csv
f16_tail_1d,Greater,1050,150,900,2.4,2.56,2.4197055555555558,0.08079313070512746,0.03338965376164442,2.26,3.04,4,[4],0.287,0.109,0.894,0.088,PASS,specs/f16_tail_1d/profile/PROF_000001_20260831191736622_QJFFFHRPOAQHIQMB/mindstudio_profiler_output/op_summary_20260831191752.csv
f16_tail_p1,Greater,1050,150,900,3.5705,3.82,3.5815133333333335,0.13776413353586955,0.03846534152300691,3.24,4.16,3,[3],0.3725,0.17,0.494,0.138,PASS,specs/f16_tail_p1/profile/PROF_000001_20260831191759393_RMFRQABNDBAQCDNC/mindstudio_profiler_output/op_summary_20260831191814.csv
f16_tail_p1_rev,Greater,1050,150,900,3.72,3.96,3.736617777777778,0.12297479649440161,0.03291072403116825,3.481,4.18,3,[3],0.3655,0.162,0.512,0.139,PASS,specs/f16_tail_p1_rev/profile/PROF_000001_20260831191821543_LNMJEQEJDNKOGKKB/mindstudio_profiler_output/op_summary_20260831191836.csv
f16_tail_p2,Greater,1050,150,900,3.76,4.02,3.787551111111111,0.1285808809396244,0.033948289321409066,3.56,4.361,3,[3],0.309,0.216,0.5805,0.138,PASS,specs/f16_tail_p2/profile/PROF_000001_20260831191843628_MMMGQAEKOKLBGDGB/mindstudio_profiler_output/op_summary_20260831191859.csv
f16_tail_p2_rev,Greater,1050,150,900,3.54,3.8,3.5576955555555556,0.13463707010668938,0.03784389867099378,3.28,4.1,3,[3],0.269,0.229,0.633,0.134,PASS,specs/f16_tail_p2_rev/profile/PROF_000001_20260831191906709_KLRRGDPJRILFOEPA/mindstudio_profiler_output/op_summary_20260831191922.csv
f32_tail_p1,Greater,1050,150,900,3.72,3.92,3.7276422222222223,0.10474145308836283,0.02809857997206651,3.52,4.221,5,[5],0.362,0.152,0.527,0.137,PASS,specs/f32_tail_p1/profile/PROF_000001_20260831191929669_DIKOJJNLJPRLQIPB/mindstudio_profiler_output/op_summary_20260831191945.csv
f32_tail_p1_rev,Greater,1050,150,900,3.661,3.9,3.674974444444444,0.1203223744419882,0.03274100983855349,3.4,4.26,5,[5],0.355,0.154,0.543,0.139,PASS,specs/f32_tail_p1_rev/profile/PROF_000001_20260831191952724_BHAONNBCMJROOGRA/mindstudio_profiler_output/op_summary_20260831192008.csv
f32_tail_p2,Greater,1050,150,900,3.46,3.7,3.476138888888889,0.12020273448030715,0.03457938198744662,3.24,4.08,5,[5],0.272,0.168,0.65,0.14,PASS,specs/f32_tail_p2/profile/PROF_000001_20260831192015843_KFEBHPHHLJBQKAFB/mindstudio_profiler_output/op_summary_20260831192031.csv
f32_tail_p2_rev,Greater,1050,150,900,3.4,3.6,3.4115155555555554,0.10053245347881024,0.029468560773552976,3.22,3.94,5,[5],0.264,0.175,0.666,0.139,PASS,specs/f32_tail_p2_rev/profile/PROF_000001_20260831192039013_LMPHNJHFAAJOLFBC/mindstudio_profiler_output/op_summary_20260831192054.csv
bf16_tail_p1,Greater,1050,150,900,3.9,4.18,3.91253,0.1584503994946052,0.04049819413387379,3.5,4.541,4,[4],0.329,0.219,0.548,0.118,PASS,specs/bf16_tail_p1/profile/PROF_000001_20260831192101919_MLORDQRDEPQBHAHB/mindstudio_profiler_output/op_summary_20260831192118.csv
bf16_tail_p1_rev,Greater,1050,150,900,3.98,4.2,3.974483333333333,0.14260639205714293,0.03588048561208616,3.64,4.561,4,[4],0.336,0.216,0.523,0.129,PASS,specs/bf16_tail_p1_rev/profile/PROF_000001_20260831192125776_DCAAPKFAGLOQICAC/mindstudio_profiler_output/op_summary_20260831192141.csv
bf16_tail_p2,Greater,1050,150,900,3.96,4.24,3.985917777777778,0.12836764872625103,0.032205292703709094,3.76,4.56,4,[4],0.268,0.266,0.628,0.128,PASS,specs/bf16_tail_p2/profile/PROF_000001_20260831192149045_IGDLCEEIDILEHAOA/mindstudio_profiler_output/op_summary_20260831192203.csv
