spec,op_name,task_count_total,warmup_dropped,task_count_hot,p50_us,p95_us,mean_us,population_std_us,population_cv,min_us,max_us,block_dim,block_dim_set,aiv_mte2_ratio_median,aiv_vec_ratio_median,aiv_scalar_ratio_median,aiv_mte3_ratio_median,acc,op_summary_csv
f16_p1_large_inner,Greater,1050,150,900,369.915,371.277,369.9820233333333,0.7538507548359065,0.0020375334672861354,368.035,373.575,20,[20],0.684,0.4,0.856,0.494,PASS,specs/f16_p1_large_inner/profile/PROF_000001_20260831153552165_GLJBGJICOJEBREEB/mindstudio_profiler_output/op_summary_20260831153610.csv
f32_p1_large_inner,Greater,1050,150,900,234.689,236.189,234.69195333333334,0.9056237678712578,0.003858776387552576,232.209,237.77,20,[20],0.983,0.404,0.714,0.549,PASS,specs/f32_p1_large_inner/profile/PROF_000001_20260831153618472_HCOODCGIKPPAMHIA/mindstudio_profiler_output/op_summary_20260831153635.csv
f16_p2_large_inner,Greater,1050,150,900,454.318,456.419,454.41002333333336,1.2074289933159632,0.0026571354752671274,451.518,459.818,20,[20],0.662,0.393,0.555,0.451,PASS,specs/f16_p2_large_inner/profile/PROF_000001_20260831153643360_DLNEFICPHLCNMRLC/mindstudio_profiler_output/op_summary_20260831153700.csv
f32_p2_large_inner,Greater,1050,150,900,281.12149999999997,282.85200000000003,281.18909333333335,0.9715892319974175,0.0034552877584254483,278.731,286.031,20,[20],0.723,0.437,0.454,0.42,PASS,specs/f32_p2_large_inner/profile/PROF_000001_20260831153708484_EARMLOKNEIHRQNFB/mindstudio_profiler_output/op_summary_20260831153725.csv
f16_p1_n10000,Greater,1050,150,900,4.84,5.22,4.839863333333334,0.23105016336044623,0.04773898505958768,4.36,5.62,20,[20],0.3765,0.156,0.803,0.135,PASS,specs/f16_p1_n10000/profile/PROF_000001_20260831153733017_GGKDACHBCILMJGHC/mindstudio_profiler_output/op_summary_20260831153749.csv
f16_p1_tiny_inner_big,Greater,1050,150,900,1402.456,1414.779,1402.7599577777778,6.825746322759276,0.00486594038054271,1383.715,1429.277,40,[40],0.778,0.201,0.169,0.756,PASS,specs/f16_p1_tiny_inner_big/profile/PROF_000001_20260831153756378_IREKFBONHMOOIBPA/mindstudio_profiler_output/op_summary_20260831153813.csv
f16_same_med,Greater,1050,150,900,33.261,34.082,33.311457777777775,0.41673549217639977,0.012510274841661414,32.401,34.901,20,[20],0.9185000000000001,0.309,0.468,0.308,PASS,specs/f16_same_med/profile/PROF_000001_20260831153820567_HIIOPFGRODDLAJDC/mindstudio_profiler_output/op_summary_20260831153837.csv
scalar,Greater,1050,150,900,2.2,2.38,2.208137777777778,0.08675125945647094,0.039287068193623105,2.04,2.6,1,[1],0.256,0.11,0.956,0.067,PASS,specs/scalar/profile/PROF_000001_20260831153844652_FKCQELPLAJEOBCFB/mindstudio_profiler_output/op_summary_20260831153900.csv
