round,parent_sum_us,candidate_sum_us,delta_us,improvement_percent,candidate_faster
1,748.885,623.4034999999999,-125.4815000000001,16.75577692169026,True
2,767.8195,617.789,-150.03049999999996,19.53981371924,True
3,739.4614999999999,599.3169999999998,-140.1445000000001,18.952237540426395,True
4,737.6490000000001,628.745,-108.90400000000011,14.763661307749363,True
5,757.8304999999998,623.0659999999999,-134.76449999999988,17.78293431050874,True
6,745.4164999999999,616.2375000000001,-129.17899999999986,17.32977469642809,True
